Course Subject,Academic Period,Section Listings,Description,Credits,Capacity,Reserved Seats,Reserved Capacity Line,Notes,"Day, Start, & End",Course Tags,Section Status
Statistics (STAT),2025 Spring Term,STAT 120-01 - Introduction to Statistics,"Introduction to statistics and data analysis. Practical aspects of statistics will be emphasized, including extensive use of programming in the statistical software R, interpretation and communication of results. Topics include: exploratory data analysis, correlation and linear regression, design of experiments, the normal distribution, randomization approach to inference, sampling distributions, estimation, and hypothesis testing. Students who have taken Mathematics 211 are encouraged to consider the more advanced Mathematics 240/Statistics 250 Probability/Statistical Inference sequence.",6,32,0,,"Not open to students who have already received credit for Psychology 200/201, Sociology/Anthropology 239 or Statistics 250","F | 8:30 AM - 9:30 AM

MW | 8:30 AM - 9:40 AM","CL: 100 level

DGAH - Digital Arts and Humanities Program :: DGAH Skill Building

ENTS - Environmental Studies Program :: ENTS Quantitative Methods

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

STAT - Statistics Program :: SDSC Core Statistics",Open
Statistics (STAT),2025 Spring Term,STAT 220-00 - Introduction to Data Science,"This course will cover the computational side of data analysis, including data acquisition, management, and visualization tools. Topics may include: data scraping, data wrangling, data visualization using packages such as ggplots, interactive graphics using tools such as Shiny, an introduction to classification methods, and understanding and visualizing spatial data. We will use the statistics software R in this course.",6,30,0,,,"F | 9:40 AM - 10:40 AM

MW | 9:50 AM - 11:00 AM","CL: 200 level

DGAH - Digital Arts and Humanities Program :: DGAH Skill Building

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

STAT - Statistics Program :: SDSC Core Statistics

STAT - Statistics Program :: STAT Elective",Open
Statistics (STAT),2025 Spring Term,STAT 230-00 - Applied Regression Analysis,"A second course in statistics covering simple linear regression, multiple regression and ANOVA, and logistic regression. Exploratory graphical methods, model building and model checking techniques will be emphasized with extensive use of statistical software R to analyze real-life data.",6,28,28,28 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Sophomore Priority,"F | 12:00 PM - 1:00 PM

MW | 11:10 AM - 12:20 PM","CL: 200 level

ENTS - Environmental Studies Program :: ENTS Quantitative Methods

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

STAT - Statistics Program :: SDSC Core Statistics

STAT - Statistics Program :: STAT Core",Open
Statistics (STAT),2025 Spring Term,STAT 250-00 - Intro to Statistical Inference,"Introduction to modern mathematical statistics. The mathematics underlying fundamental statistical concepts will be covered as well as applications of these ideas to real-life data. Topics include: resampling methods (permutation tests, bootstrap intervals), classical methods (parametric hypothesis tests and confidence intervals), parameter estimation, goodness-of-fit tests, regression, and Bayesian methods. The statistical package R will be used to analyze data sets.",6,28,0,,,"F | 1:10 PM - 2:10 PM

MW | 12:30 PM - 1:40 PM","CL: 200 level

DGAH - Digital Arts and Humanities Program :: DGAH Skill Building

ENTS - Environmental Studies Program :: ENTS Quantitative Methods

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

MATH - Mathematics Program :: MATH Applied

MATH - Mathematics Program :: MATH Electives

STAT - Statistics Program :: SDSC Math Stats Elective

STAT - Statistics Program :: STAT Core",Open
Statistics (STAT),2025 Spring Term,STAT 320-00 - Time Series Analysis,"Models and methods for characterizing dependence in data that are ordered in time. Emphasis on univariate, quantitative data observed over evenly spaced intervals. Topics include perspectives from both the time domain (e.g., autoregressive and moving average models, and their extensions) and the frequency domain (e.g., periodogram smoothing and parametric models for the spectral density). Exposure to matrix algebra may be helpful but is not required.",6,20,0,,,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 300 level

LAR: Formal or Statistical Reasoning :: LAR: FSR, Formal or Statistical Reasoning

LAR: QRE, Quantitative Reasoning

MATH - Mathematics Program :: MATH Applied

MATH - Mathematics Program :: MATH Electives

STAT - Statistics Program :: SDSC Math Stats Elective

STAT - Statistics Program :: STAT Elective",Open
Theater Arts (THEA),2025 Spring Term,THEA 110-00 - Beginning Acting,"Introduces students to fundamental acting skills, including preliminary physical training, improvisational techniques, and basic scene work. The course includes analysis of plays as bases for performance, with a strong emphasis on characterization.",6,16,16,16 - reserved for REQ: Sophomore Priority (Condition Rule) until 03/07/2025,Extra Time,"F | 2:20 PM - 3:20 PM

MW | 1:50 PM - 3:00 PM","CL: 100 level

LAR: Arts Practice :: LAR: ARP, Arts Practice

THEA - Theater Program :: THEA Minor Acting

THEA - Theater Program :: THEA Practical",Open
Theater Arts (THEA),2025 Spring Term,THEA 185-00 - The Speaking Voice,"This course seeks to provide a practical understanding of the human voice, its anatomy, functioning and the underlying support mechanisms of body and breath. Using techniques rooted in the work of Berry, Linklater and Rodenburg, the course will explore the development of physical balance and ease and the awareness of the connection between thinking and breathing that will lead to the effortless, powerful and healthy use of the voice in public presentations and in dramatic performance.",6,16,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 100 level

LAR: Arts Practice :: LAR: ARP, Arts Practice

THEA - Theater Program :: THEA Minor Acting

THEA - Theater Program :: THEA Practical",Open
Theater Arts (THEA),2025 Spring Term,THEA 209-01 - Project Course (Shakespeare's Twelfth Night: A Project Course),"This interdisciplinary course, taught in conjunction with a full-scale Carleton Players production, will explore one of Shakespeare’s greatest and most complex works, Twelfth Night. We will investigate the play’s historical, social, and theatrical contexts as we try to understand not only the world that produced the play, but the world that came out of it. How should what we learn of the past inform a modern production? How can performance offer interpretive arguments about the play’s meanings? Mixing embodied and experiential learning, individual and group projects may involve dramaturgy, stagecraft, literary analysis, music, and research in Special Collections.",6,30,0,,,TTH | 1:15 PM - 3:00 PM,"CL: 200 level

ENGL - English Program :: ENGL Historical Era 1

ENGL - English Program :: ENGL Tradition 1

EUST - European Studies Program :: EUST Country Specific

LAR: Arts Practice :: LAR: ARP, Arts Practice

LAR: IS, International Studies

MARS - Medieval and Renaissance Studies Program :: MARS Supporting

THEA - Theater Program :: THEA Lit Critical History",Open
Theater Arts (THEA),2025 Spring Term,THEA 226-00 - Avant-Garde Theater & Perform,"""Make it new!"" was the rallying cry of the modernists, and ever since, the theater has never ceased its efforts to break both aesthetic and social conventions, boundaries, and taboos. Beginning with some of the important precursors of the twentieth century--Artaud, Brecht, and Meyerhold--this course will explore the history and theory of the avant-garde, charting the rise of interdisciplinary “performance."" Students will both analyze and perform work written and inspired by these avant-garde artists.",6,16,0,,,TTH | 3:10 PM - 4:55 PM,"CL: 200 level

LAR: Arts Practice :: LAR: ARP, Arts Practice

THEA - Theater Program :: THEA Practical",Open
Theater Arts (THEA),2025 Spring Term,THEA 245-00 - Directing,"Although many directors begin their artistic careers in some other discipline (usually acting), there is a set of skills particular to the director's art that is essential to creating life on stage. Central is the ability to translate dramatic action and narrative into the dimensions of theatrical time and space: the always-present challenge of ""page to stage."" In this course, students will learn methods of text analysis strategic to this process as well as the rudiments of using that analysis to generate effective staging and powerful acting. Having mastered the fundamentals, students will then explore and enhance their theatrical imagination, that creative mode unique to the medium of live performance. Class time will be devoted to work on three major projects and almost daily exercises.",6,12,0,,,TTH | 10:10 AM - 11:55 AM,"CL: 200 level

LAR: Arts Practice :: LAR: ARP, Arts Practice

THEA - Theater Program :: THEA Minor Directing

THEA - Theater Program :: THEA Practical",Open
Theater Arts (THEA),2025 Spring Term,THEA 309-00 - Project Course (Shakespeare's Twelfth Night),"This interdisciplinary course, taught in conjunction with a full-scale Carleton Players production, will explore one of Shakespeare’s greatest and most complex works, Twelfth Night. We will investigate the play’s historical, social, and theatrical contexts as we try to understand not only the world that produced the play, but the world that came out of it. How should what we learn of the past inform a modern production? How can performance offer interpretive arguments about the play’s meanings? Taken at the 300 level, this course requires a major scholarly or creative term-long project.",6,30,0,,"Instructor consent required, Extra time required",TTH | 1:15 PM - 3:00 PM,"CL: 300 level

EUST - European Studies Program :: EUST Country Specific

LAR: Arts Practice :: LAR: ARP, Arts Practice

LAR: IS, International Studies

MARS - Medieval and Renaissance Studies Program :: MARS Supporting

THEA - Theater Program :: THEA 300 Level",Open
